l1,l2,l3
230.5966666666666,233.98499999999993,233.80500000000004
232.50875000000005,235.3763194444444,235.100625
232.41433333333333,235.48125,235.47983333333335
232.67125,235.71666666666664,235.54783333333333
231.885,234.92875,233.74125
231.1918333333333,235.18366666666665,233.735
231.679,235.35049999999998,234.10883333333334
231.13154166666666,234.57629166666666,232.84556944444444
230.53082936507937,233.7167876984127,232.4745476190476
229.03225000000003,232.7481666666667,232.09383333333332
230.625,233.43,232.735
232.2911666666667,234.54525,234.1291666666667
232.19650000000001,234.9955,234.3255
228.41958333333324,233.96604166666668,233.28958333333333
229.51222222222222,232.67229960317462,232.0823174603173
228.89240277777776,231.70043650793647,231.3747757936508
229.89642857142866,232.62857142857146,231.9282142857142
229.32926821789317,232.4785063131314,232.25630898268398
228.54,231.96666666666664,231.98833333333334
227.87196428571428,232.2322023809524,231.90541666666667
228.71241666666663,232.479,232.84158333333338
228.2125,232.14375,232.2725
228.0532976190476,231.9823333333334,231.52442857142853
228.76164285714287,231.8922738095238,231.43540476190475
228.0532976190476,231.9823333333334,231.52442857142853
229.02843122155627,232.1142815656566,232.1179590548341
230.02910714285713,231.988875,232.83486904761907
230.81924999999995,232.9992619047619,234.20154761904763
229.96653932178938,232.46461670274172,232.4725393217894
228.05460714285712,231.85245238095246,231.8776607142858
227.93083333333337,231.32541666666668,231.71041666666665
227.38049999999998,230.4025,230.87824999999998
228.9682638888889,232.06782738095237,232.5348234126984
229.2970238095239,231.62596428571433,232.8227142857143
228.83076190476194,231.07384902597397,232.13361093073593
229.24475000000007,231.0411666666667,232.00099999999998
229.57875,231.81624999999997,232.47874999999996
230.01760714285712,231.53435714285715,233.03135714285713
230.47366666666667,231.98482936507932,233.43344444444443
230.01760714285712,231.53435714285715,233.03135714285713
230.47033333333337,232.1686904761905,232.9439523809524
230.8795357142857,231.92010714285712,232.73807142857146
229.2291408730159,230.88266666666678,232.53744047619045
230.09842485410616,232.88530527073115,233.3764584635136
230.65468452380952,232.8821765873016,233.3328492063492
231.2154812409812,233.2609011544011,234.22344011544018
229.49546825396826,231.8356587301587,232.3550793650794
227.91930158730153,231.45654761904768,231.93792460317468
227.49149999999997,231.09949999999998,231.38750000000005
227.91930158730153,231.45654761904768,231.93792460317468
228.83076190476194,231.07384902597397,232.13361093073593
229.00290671175225,232.11743172024046,232.34699140891783
230.39333333333332,233.3225,233.2425
232.45875,235.14166666666665,235.30708333333337
231.00742857142853,234.47132142857143,234.61834523809523
231.25508333333332,235.06784523809532,234.7904642857143
230.22291468253974,233.58096230158728,233.85617063492063
231.2154812409812,233.2609011544011,234.22344011544018
231.09725457875456,233.7888811050061,234.1101087107337
231.09725457875456,233.7888811050061,234.1101087107337
230.6322996031746,233.3712599206349,233.6472797619047
229.90057142857145,232.42651984126985,233.14128968253965
230.32085119047616,233.1511298701299,233.76306295093798
229.09237301587305,232.0221783910534,232.2494272671772
228.48445833333332,231.83545833333335,231.75333333333333
227.72982142857143,230.32482142857143,230.1330357142857
229.00290671175225,232.11743172024046,232.34699140891783
229.51222222222222,232.67229960317462,232.0823174603173
229.893561868687,232.85973430735933,233.0637022005771
229.893561868687,232.85973430735933,233.0637022005771
230.12025937950943,233.09370093795093,233.31886904761907
230.23870238095242,232.75630952380953,233.18323214285715
228.05460714285712,231.85245238095246,231.8776607142858
228.98235714285715,231.519511904762,232.16681547619052
229.07549404761906,231.6158333333333,231.65299404761907
229.96653932178938,232.46461670274172,232.4725393217894
229.13133333333334,232.07983333333334,231.865
230.45166666666665,232.94766666666666,233.10299999999998
230.425,233.34922619047617,233.49232142857144
229.9271884920635,233.1306130952381,234.27410912698414
228.745,233.165,234.25
226.775,233.845,234.31
228.31,234.625,235.505
228.495,235.05,236.47
231.06,237.21,237.475
232.47,238.025,238.77
233.0925,237.85,238.745
233.0,236.96,238.715
234.43,238.46,240.565
234.93,238.69,240.87
236.005,239.3,240.965
235.995,238.41,239.975
235.375,238.43,239.615
232.92466666666664,235.59433333333337,236.6713333333334
229.8056471612323,232.48947725180747,233.07738610175093
229.15460714285723,232.0,232.35564880952384
231.1539325396826,233.84454960317456,234.3557738095238
230.68160714285713,234.06020833333332,233.56642857142856
229.85745238095234,232.09685714285712,231.85445238095238
229.71725000000004,231.79725000000002,232.1625
229.85745238095234,232.09685714285712,231.85445238095238
230.12241666666665,232.1918333333333,233.4590833333333
